Code,Type,At,Email-ID,Email-Backoffice-ID,Event-ID,From Folder,To Folder,Scrolled To,URL,Link Text
56,created,2024-01-10T13:36:21.433Z,,,,,,,,
56,code-used,2024-01-10T13:41:56.963Z,,,,,,,,
56,started,2024-01-10T13:42:15.432Z,,,,,,,,
56,email-view,2024-01-10T13:42:22.934Z,d3ae7bc4-58a8-4ff9-ab5a-ccb5c6bbfede,Not-Phishing,a00c71a3-e656-4a43-91a6-d7854642dd50,,,,,
56,email-details-view,2024-01-10T13:42:29.156Z,d3ae7bc4-58a8-4ff9-ab5a-ccb5c6bbfede,Not-Phishing,0a86f0ed-73f3-42bd-abcd-cc57383dda87,,,,,
56,email-scrolled,2024-01-10T13:42:29.389Z,d3ae7bc4-58a8-4ff9-ab5a-ccb5c6bbfede,Not-Phishing,d25747e3-45f8-4c9a-bc33-2c70325b5754,,,0.13360323886639677,,
56,email-scrolled,2024-01-10T13:42:37.961Z,d3ae7bc4-58a8-4ff9-ab5a-ccb5c6bbfede,Not-Phishing,b8b2e82e-9047-4dd6-ae10-6eb2ace121f9,,,0,,
56,email-moved,2024-01-10T13:42:44.360Z,d3ae7bc4-58a8-4ff9-ab5a-ccb5c6bbfede,Not-Phishing,d702bc80-4fc0-4791-b5ff-5a4d349e5a9e,,No Phishing,,,
56,email-view,2024-01-10T13:42:45.342Z,6a3f9f69-e434-4e5e-a2a2-1cffefed608a,Phishing,44b013c4-da51-49b7-a1aa-aa5a2b32599d,,,,,
56,email-link-click,2024-01-10T13:42:47.792Z,6a3f9f69-e434-4e5e-a2a2-1cffefed608a,Phishing,9a47dca8-e17b-4736-b8ac-fac1c391d00b,,,,https://example.com/,Link
56,email-moved,2024-01-10T13:42:52.081Z,6a3f9f69-e434-4e5e-a2a2-1cffefed608a,Phishing,16af52e0-9fc6-4d97-81b1-3a90b4f69af0,,Phishing/Spam,,,
56,email-view,2024-01-10T13:42:53.527Z,a5c968ef-c86d-43d7-8bea-ef8a3f49cd2e,„Höhle der Löwen“ System macht Deutsche Bürger reich! / „Höhle der Löwen“,752917eb-212d-4b78-9b63-5b10be6177e0,,,,,
56,email-link-hover,2024-01-10T13:42:54.684Z,a5c968ef-c86d-43d7-8bea-ef8a3f49cd2e,„Höhle der Löwen“ System macht Deutsche Bürger reich! / „Höhle der Löwen“,b22b162f-afad-4908-9f39-4a06ca7acda9,,,,https://www.forohas.party/deutscheinvestitionen1/,
56,email-link-hover,2024-01-10T13:42:59.108Z,a5c968ef-c86d-43d7-8bea-ef8a3f49cd2e,„Höhle der Löwen“ System macht Deutsche Bürger reich! / „Höhle der Löwen“,9c1ae2e6-392c-4041-a21b-895129d0ac2f,,,,https://www.forohas.party/deutscheinvestitionen/,LIMITIERTES ANGEBOT VERFÜGBAR >>>
56,email-link-hover,2024-01-10T13:43:01.330Z,a5c968ef-c86d-43d7-8bea-ef8a3f49cd2e,„Höhle der Löwen“ System macht Deutsche Bürger reich! / „Höhle der Löwen“,15c7f9b4-aded-4f66-866b-3283de9eb444,,,,https://www.forohas.party/deutscheinvestitionen1/,
56,email-link-click,2024-01-10T13:43:01.893Z,a5c968ef-c86d-43d7-8bea-ef8a3f49cd2e,„Höhle der Löwen“ System macht Deutsche Bürger reich! / „Höhle der Löwen“,0c8251b1-8003-4dd8-a604-d10f77331864,,,,https://www.forohas.party/deutscheinvestitionen1/,
56,email-link-hover,2024-01-10T13:43:05.986Z,a5c968ef-c86d-43d7-8bea-ef8a3f49cd2e,„Höhle der Löwen“ System macht Deutsche Bürger reich! / „Höhle der Löwen“,a95de910-66f1-4705-acde-accc36e4fa24,,,,https://www.forohas.party/deutscheinvestitionen1/,
56,email-link-hover,2024-01-10T13:43:07.340Z,a5c968ef-c86d-43d7-8bea-ef8a3f49cd2e,„Höhle der Löwen“ System macht Deutsche Bürger reich! / „Höhle der Löwen“,3e8b855c-6390-422c-aaad-7020d763e2cb,,,,https://www.forohas.party/deutscheinvestitionen/,LIMITIERTES ANGEBOT VERFÜGBAR >>>
56,email-link-hover,2024-01-10T13:43:09.733Z,a5c968ef-c86d-43d7-8bea-ef8a3f49cd2e,„Höhle der Löwen“ System macht Deutsche Bürger reich! / „Höhle der Löwen“,6026fa14-1f1d-46d4-bfcc-9ca05a1b43c2,,,,https://www.forohas.party/deutscheinvestitionen/,LIMITIERTES ANGEBOT VERFÜGBAR >>>
56,email-link-click,2024-01-10T13:43:11.082Z,a5c968ef-c86d-43d7-8bea-ef8a3f49cd2e,„Höhle der Löwen“ System macht Deutsche Bürger reich! / „Höhle der Löwen“,fe4b0b46-2e3e-4e79-97e0-3f6bc90222c1,,,,https://www.forohas.party/deutscheinvestitionen/,LIMITIERTES ANGEBOT VERFÜGBAR >>>
56,email-details-view,2024-01-10T13:43:16.100Z,a5c968ef-c86d-43d7-8bea-ef8a3f49cd2e,„Höhle der Löwen“ System macht Deutsche Bürger reich! / „Höhle der Löwen“,fc8b2add-b565-4131-b356-d43a293bceef,,,,,
56,email-moved,2024-01-10T13:43:25.272Z,a5c968ef-c86d-43d7-8bea-ef8a3f49cd2e,„Höhle der Löwen“ System macht Deutsche Bürger reich! / „Höhle der Löwen“,ea3b4023-c6eb-4b43-a902-64fe44e63490,,Phishing/Spam,,,
56,email-view,2024-01-10T13:43:26.292Z,a6fff547-19f4-44ea-9a94-193e2b84fc6e,[Invitation] 2024 Event / Elementor,de839cb8-5ba6-4e36-b464-d8cc9af8a938,,,,,
